Survey,Season,Year,Tow_Number,Region,Stratum,Grid,Date,Common_Name,Number_Caught,Weight_kg,Subsample_Weight_kg,Subsample_Weight_kg_2,Male_Wt_kg,Female_Wt_kg,Expanded_Catch,Expanded_Weight_kg
SP09,Spring,2009,43,2,4,397,2009-05-14T00:00:00Z,Plaice American (Dab),96,9.94,0,,,,96,9.94
SP09,Spring,2009,43,2,4,397,2009-05-14T00:00:00Z,Redfish Acadian Ocean Perch,2,0.02,0,,,,2,0.02
SP09,Spring,2009,43,2,4,397,2009-05-14T00:00:00Z,Scallop Sea,4,0.05,0,,,,4,0.05
SP09,Spring,2009,43,2,4,397,2009-05-14T00:00:00Z,Sculpin Longhorn,2,0.1,0,,,,2,0.1
SP09,Spring,2009,43,2,4,397,2009-05-14T00:00:00Z,Sea Anemone,3,1.34,0,,,,3,1.34
SP09,Spring,2009,43,2,4,397,2009-05-14T00:00:00Z,Sea Raven,1,0.36,0,,,,1,0.36
SP09,Spring,2009,43,2,4,397,2009-05-14T00:00:00Z,Shad American,1,0.03,0,,,,1,0.03
SP09,Spring,2009,43,2,4,397,2009-05-14T00:00:00Z,Shrimp Dichelo,138,0.57,0.01643,,,,138,0.57
SP09,Spring,2009,43,2,4,397,2009-05-14T00:00:00Z,Shrimp Montagui,623,2.42,0.06981,,,,623,2.42
SP09,Spring,2009,43,2,4,397,2009-05-14T00:00:00Z,Shrimp Northern,3079,28.94,0.8365,,,,3079,28.94
SP09,Spring,2009,43,2,4,397,2009-05-14T00:00:00Z,Skate Little,1,0.84,0,,,,1,0.84
SP09,Spring,2009,43,2,4,397,2009-05-14T00:00:00Z,Skate Thorny,1,0.07,0,,,,1,0.07
SP09,Spring,2009,43,2,4,397,2009-05-14T00:00:00Z,Skate Winter,1,2.38,0,,,,1,2.38
SP09,Spring,2009,43,2,4,397,2009-05-14T00:00:00Z,Stars Sea Brittle Baskets,,32.98,0,,,,,32.98
SP09,Spring,2009,43,2,4,397,2009-05-14T00:00:00Z,Waved Astarte,,2.45,0,,,,,2.45
SP09,Spring,2009,43,2,4,397,2009-05-14T00:00:00Z,Wrymouth,1,0.11,0,,,,1,0.11
SP09,Spring,2009,45,2,1,15,2009-05-15T00:00:00Z,Alewife,98,1.02,0,,,,98,1.02
SP09,Spring,2009,45,2,1,15,2009-05-15T00:00:00Z,Blenny Snake,3,0.08,0,,,,3,0.08
SP09,Spring,2009,45,2,1,15,2009-05-15T00:00:00Z,Crab Atlantic Rock,1,0.12,0,,,,1,0.12
SP09,Spring,2009,45,2,1,15,2009-05-15T00:00:00Z,Crab Jonah,1,0.002,0,,,,1,0.002
SP09,Spring,2009,45,2,1,15,2009-05-15T00:00:00Z,Crab Toad,4,0.01,0,,,,4,0.01
SP09,Spring,2009,45,2,1,15,2009-05-15T00:00:00Z,Cucumber Rat-Tail,1,0.1,0,,,,1,0.1
SP09,Spring,2009,45,2,1,15,2009-05-15T00:00:00Z,Flounder Atlantic Windowpane (Sand Dab ),8,0.46,0,,,,8,0.46
SP09,Spring,2009,45,2,1,15,2009-05-15T00:00:00Z,Flounder Winter,45,1.6,0,,,,45,1.6
SP09,Spring,2009,45,2,1,15,2009-05-15T00:00:00Z,Hake Atlantic Red,62,0.86,0,,,,62,0.86
SP09,Spring,2009,45,2,1,15,2009-05-15T00:00:00Z,Hake Silver (Whiting),52,0.7,0,,,,52,0.7
SP09,Spring,2009,45,2,1,15,2009-05-15T00:00:00Z,Hake White,13,0.64,0,,,,13,0.64
SP09,Spring,2009,45,2,1,15,2009-05-15T00:00:00Z,Herring Atlantic,90,0.96,0,,,,90,0.96
SP09,Spring,2009,45,2,1,15,2009-05-15T00:00:00Z,Lobster American,270,46.16,0,,28.86,17.3,270,46.16
SP09,Spring,2009,45,2,1,15,2009-05-15T00:00:00Z,Mussel Blue Sea,1,0.12,0,,,,1,0.12
SP09,Spring,2009,45,2,1,15,2009-05-15T00:00:00Z,Plaice American (Dab),1,0.28,0,,,,1,0.28
SP09,Spring,2009,45,2,1,15,2009-05-15T00:00:00Z,Redfish Acadian Ocean Perch,1,0.05,0,,,,1,0.05
SP09,Spring,2009,45,2,1,15,2009-05-15T00:00:00Z,Sculpin Longhorn,1,0.16,0,,,,1,0.16
SP09,Spring,2009,45,2,1,15,2009-05-15T00:00:00Z,Sea Raven,1,0.06,0,,,,1,0.06
SP09,Spring,2009,45,2,1,15,2009-05-15T00:00:00Z,Sea Sponges,,0.86,0,,,,,0.86
SP09,Spring,2009,45,2,1,15,2009-05-15T00:00:00Z,Shrimp Crangon,33,0.14,0,,,,33,0.14
SP09,Spring,2009,45,2,1,15,2009-05-15T00:00:00Z,Smelt Rainbow,87,2.32,0,,,,87,2.32
SP09,Spring,2009,45,2,1,15,2009-05-15T00:00:00Z,Spiny Lebbeid,2,0.005,0,,,,2,0.005
SP09,Spring,2009,47,2,1,58,2009-05-15T00:00:00Z,Alewife,58,11.32,,,,,1376,22.76
SP09,Spring,2009,47,2,1,58,2009-05-15T00:00:00Z,Alewife,1318,11.44,0.92,,,,,
SP09,Spring,2009,47,2,1,58,2009-05-15T00:00:00Z,Crab Atlantic Rock,1,0.1,0,,,,1,0.1
SP09,Spring,2009,47,2,1,58,2009-05-15T00:00:00Z,Flounder Atlantic Windowpane (Sand Dab ),9,0.3,0,,,,9,0.3
SP09,Spring,2009,47,2,1,58,2009-05-15T00:00:00Z,Flounder Winter,35,1.7,0,,,,35,1.7
SP09,Spring,2009,47,2,1,58,2009-05-15T00:00:00Z,Hake Atlantic Red,43,0.54,0,,,,43,0.54
SP09,Spring,2009,47,2,1,58,2009-05-15T00:00:00Z,Hake Silver (Whiting),85,1.3,0,,,,85,1.3
SP09,Spring,2009,47,2,1,58,2009-05-15T00:00:00Z,Hake White,18,0.7,0,,,,18,0.7
SP09,Spring,2009,47,2,1,58,2009-05-15T00:00:00Z,Herring Atlantic,10866,210.81,1.94,,,,10866,210.81
SP09,Spring,2009,47,2,1,58,2009-05-15T00:00:00Z,Herring Blueback,72,0.42,0,,,,72,0.42
SP09,Spring,2009,47,2,1,58,2009-05-15T00:00:00Z,Lobster American,177,32.7,0,,20.84,11.86,177,32.7
SP09,Spring,2009,47,2,1,58,2009-05-15T00:00:00Z,Mussel Horse,1,0.05,0,,,,1,0.05
SP09,Spring,2009,47,2,1,58,2009-05-15T00:00:00Z,Plaice American (Dab),26,1,0,,,,26,1
SP09,Spring,2009,47,2,1,58,2009-05-15T00:00:00Z,Sculpin Longhorn,30,5.1,0,,,,30,5.1
SP09,Spring,2009,47,2,1,58,2009-05-15T00:00:00Z,Shrimp Dichelo,87,0.2,0.06,,,,87,0.2
SP09,Spring,2009,47,2,1,58,2009-05-15T00:00:00Z,Shrimp Montagui,616,1.49,0.44,,,,616,1.49
SP09,Spring,2009,47,2,1,58,2009-05-15T00:00:00Z,Smelt Rainbow,8,0.26,0,,,,8,0.26
SP09,Spring,2009,48,3,3,569,2009-05-18T00:00:00Z,Alewife,231,3.52,1.92,,,,231,3.52
SP09,Spring,2009,48,3,3,569,2009-05-18T00:00:00Z,Crab Jonah,3,0.42,0,,,,3,0.42
SP09,Spring,2009,48,3,3,569,2009-05-18T00:00:00Z,Crab Snow,27,2.06,0,,,,27,2.06
SP09,Spring,2009,48,3,3,569,2009-05-18T00:00:00Z,Daubed Shanny,2,0.01,0,,,,2,0.01
SP09,Spring,2009,48,3,3,569,2009-05-18T00:00:00Z,Flounder Atlantic Windowpane (Sand Dab ),3,0.16,0,,,,3,0.16
SP09,Spring,2009,48,3,3,569,2009-05-18T00:00:00Z,Flounder Yellowtail,1,0.22,0,,,,1,0.22
SP09,Spring,2009,48,3,3,569,2009-05-18T00:00:00Z,Fourbeard Rockling,7,0.22,0,,,,7,0.22
SP09,Spring,2009,48,3,3,569,2009-05-18T00:00:00Z,Hake Atlantic Red,10,0.36,0,,,,10,0.36
SP09,Spring,2009,48,3,3,569,2009-05-18T00:00:00Z,Hake Silver (Whiting),103,1.84,0,,,,103,1.84
SP09,Spring,2009,48,3,3,569,2009-05-18T00:00:00Z,Hake White,18,1.2,0,,,,18,1.2
SP09,Spring,2009,48,3,3,569,2009-05-18T00:00:00Z,Herring Atlantic,17,0.48,0,,,,17,0.48
SP09,Spring,2009,48,3,3,569,2009-05-18T00:00:00Z,Krill,305,0.1,0.00814,,,,305,0.1
SP09,Spring,2009,48,3,3,569,2009-05-18T00:00:00Z,Lobster American,11,7.24,0,,4.24,3,11,7.24
SP09,Spring,2009,48,3,3,569,2009-05-18T00:00:00Z,Monkfish,1,0.23,0,,,,1,0.23
SP09,Spring,2009,48,3,3,569,2009-05-18T00:00:00Z,Plaice American (Dab),37,2.2,0,,,,37,2.2
SP09,Spring,2009,48,3,3,569,2009-05-18T00:00:00Z,Redfish Acadian Ocean Perch,2,0.03,0,,,,2,0.03
SP09,Spring,2009,48,3,3,569,2009-05-18T00:00:00Z,Scallop Sea,5,0.16,0,,,,5,0.16
SP09,Spring,2009,48,3,3,569,2009-05-18T00:00:00Z,Sculpin Longhorn,10,1.02,0,,,,10,1.02
SP09,Spring,2009,48,3,3,569,2009-05-18T00:00:00Z,Sea Anemone,1,0.38,0,,,,1,0.38
SP09,Spring,2009,48,3,3,569,2009-05-18T00:00:00Z,Sea Sponges,,0.22,0,,,,,0.22
SP09,Spring,2009,48,3,3,569,2009-05-18T00:00:00Z,Shad American,4,0.12,0,,,,4,0.12
SP09,Spring,2009,48,3,3,569,2009-05-18T00:00:00Z,Shrimp Crangon,13,0.008,6.10E-04,,,,13,0.008
SP09,Spring,2009,48,3,3,569,2009-05-18T00:00:00Z,Shrimp Dichelo,420,1.17,0.09184,,,,420,1.17
SP09,Spring,2009,48,3,3,569,2009-05-18T00:00:00Z,Shrimp Montagui,1793,6.93,0.54505,,,,1793,6.93
SP09,Spring,2009,48,3,3,569,2009-05-18T00:00:00Z,Shrimp Northern,1932,4.63,0.36435,,,,1932,4.63
SP09,Spring,2009,48,3,3,569,2009-05-18T00:00:00Z,Skate Little,2,1.92,0,,,,2,1.92
SP09,Spring,2009,49,3,3,543,2009-05-18T00:00:00Z,Alewife,346,5.72,1.62,,,,346,5.72
SP09,Spring,2009,49,3,3,543,2009-05-18T00:00:00Z,Crab Atlantic Rock,1,0.02,0,,,,1,0.02
SP09,Spring,2009,49,3,3,543,2009-05-18T00:00:00Z,Crab Jonah,6,2.04,0,,,,6,2.04
SP09,Spring,2009,49,3,3,543,2009-05-18T00:00:00Z,Flounder Atlantic Windowpane (Sand Dab ),1,0.15,0,,,,1,0.15
SP09,Spring,2009,49,3,3,543,2009-05-18T00:00:00Z,Flounder Atlantic Witch (Gray Sole),2,0.008,0,,,,2,0.008
SP09,Spring,2009,49,3,3,543,2009-05-18T00:00:00Z,Flounder Winter,6,1.08,0,,,,6,1.08
SP09,Spring,2009,49,3,3,543,2009-05-18T00:00:00Z,Flounder Yellowtail,1,0.15,0,,,,1,0.15
SP09,Spring,2009,49,3,3,543,2009-05-18T00:00:00Z,Fourbeard Rockling,1,0.02,0,,,,1,0.02
SP09,Spring,2009,49,3,3,543,2009-05-18T00:00:00Z,Hake Atlantic Red,11,0.22,0,,,,11,0.22
SP09,Spring,2009,49,3,3,543,2009-05-18T00:00:00Z,Hake Silver (Whiting),258,3.86,1.66,,,,258,3.86
SP09,Spring,2009,49,3,3,543,2009-05-18T00:00:00Z,Hake White,18,0.96,0,,,,18,0.96
SP09,Spring,2009,49,3,3,543,2009-05-18T00:00:00Z,Herring Atlantic,3,0.06,0,,,,3,0.06
SP09,Spring,2009,49,3,3,543,2009-05-18T00:00:00Z,Herring Blueback,2,0.03,0,,,,2,0.03
SP09,Spring,2009,49,3,3,543,2009-05-18T00:00:00Z,Krill,213,0.09,0.0041,,,,213,0.09
SP09,Spring,2009,49,3,3,543,2009-05-18T00:00:00Z,Lobster American,48,15.2,0,,7.48,7.72,48,15.2
SP09,Spring,2009,49,3,3,543,2009-05-18T00:00:00Z,Monkfish,2,0.18,0,,,,2,0.18
SP09,Spring,2009,49,3,3,543,2009-05-18T00:00:00Z,Plaice American (Dab),44,4.36,0,,,,44,4.36
SP09,Spring,2009,49,3,3,543,2009-05-18T00:00:00Z,Redfish Acadian Ocean Perch,2,0.04,0,,,,2,0.04
SP09,Spring,2009,49,3,3,543,2009-05-18T00:00:00Z,Sculpin Longhorn,16,2.66,0,,,,16,2.66
SP09,Spring,2009,49,3,3,543,2009-05-18T00:00:00Z,Sea Raven,1,0.37,0,,,,1,0.37
SP09,Spring,2009,49,3,3,543,2009-05-18T00:00:00Z,Shad American,5,0.13,0,,,,5,0.13
SP09,Spring,2009,49,3,3,543,2009-05-18T00:00:00Z,Shrimp Dichelo,618,1.65,0.07746,,,,618,1.65
SP09,Spring,2009,49,3,3,543,2009-05-18T00:00:00Z,Shrimp Montagui,2793,10.81,0.50689,,,,2793,10.81
SP09,Spring,2009,49,3,3,543,2009-05-18T00:00:00Z,Shrimp Northern,4625,7.73,0.36267,,,,4625,7.73
SP09,Spring,2009,49,3,3,543,2009-05-18T00:00:00Z,Skate Little,1,0.96,0,,,,1,0.96
SP09,Spring,2009,49,3,3,543,2009-05-18T00:00:00Z,Smelt Rainbow,2,0.02,0,,,,2,0.02
SP09,Spring,2009,50,3,2,392,2009-05-18T00:00:00Z,Alewife,82,1.14,0,,,,91.11111111,1.266666667
SP09,Spring,2009,50,3,2,392,2009-05-18T00:00:00Z,Alligatorfish,23,0.8,0,,,,25.55555556,0.888888889
SP09,Spring,2009,50,3,2,392,2009-05-18T00:00:00Z,Blenny Snake,27,0.54,0,,,,30,0.6
SP09,Spring,2009,50,3,2,392,2009-05-18T00:00:00Z,Crab Atlantic Rock,18,2.5,0,,,,20,2.777777778
SP09,Spring,2009,50,3,2,392,2009-05-18T00:00:00Z,Crab Jonah,2,0.96,0,,,,2.222222222,1.066666667
SP09,Spring,2009,50,3,2,392,2009-05-18T00:00:00Z,Daubed Shanny,15,0.12,0,,,,16.66666667,0.133333333
SP09,Spring,2009,50,3,2,392,2009-05-18T00:00:00Z,Flounder Winter,51,2.1,0,,,,56.66666667,2.333333333
SP09,Spring,2009,50,3,2,392,2009-05-18T00:00:00Z,Hake Atlantic Red,60,0.84,0,,,,66.66666667,0.933333333
SP09,Spring,2009,50,3,2,392,2009-05-18T00:00:00Z,Hake Silver (Whiting),467,6.64,1.52,,,,518.8888889,7.377777778
SP09,Spring,2009,50,3,2,392,2009-05-18T00:00:00Z,Hake White,11,0.5,0,,,,12.22222222,0.555555556
SP09,Spring,2009,50,3,2,392,2009-05-18T00:00:00Z,Halibut Atlantic,2,1.26,0,,,,2.222222222,1.4
SP09,Spring,2009,50,3,2,392,2009-05-18T00:00:00Z,Herring Atlantic,5,0.08,0,,,,5.555555556,0.088888889
SP09,Spring,2009,50,3,2,392,2009-05-18T00:00:00Z,Lobster American,887,137.94,0,,80.78,57.16,985.5555556,153.2666667
SP09,Spring,2009,50,3,2,392,2009-05-18T00:00:00Z,Northern Sea Star,2,0.58,0,,,,2.222222222,0.644444444
SP09,Spring,2009,50,3,2,392,2009-05-18T00:00:00Z,Plaice American (Dab),120,3.88,0,,,,133.3333333,4.311111111
SP09,Spring,2009,50,3,2,392,2009-05-18T00:00:00Z,Pollock,1,0.24,0,,,,1.111111111,0.266666667
SP09,Spring,2009,50,3,2,392,2009-05-18T00:00:00Z,Redfish Acadian Ocean Perch,17,0.52,0,,,,18.88888889,0.577777778
SP09,Spring,2009,50,3,2,392,2009-05-18T00:00:00Z,Sculpin Longhorn,189,7.08,4.16,,,,210,7.866666667
SP09,Spring,2009,50,3,2,392,2009-05-18T00:00:00Z,Sea Raven,7,0.56,0,,,,7.777777778,0.622222222
SP09,Spring,2009,50,3,2,392,2009-05-18T00:00:00Z,Shad American,1,0.02,0,,,,1.111111111,0.022222222
SP09,Spring,2009,50,3,2,392,2009-05-18T00:00:00Z,Shrimp Dichelo,1075,2.73,0.06355,,,,1194.444444,3.033333333
SP09,Spring,2009,50,3,2,392,2009-05-18T00:00:00Z,Shrimp Montagui,10015,36.4,0.847,,,,11127.77778,40.44444444
SP09,Spring,2009,50,3,2,392,2009-05-18T00:00:00Z,Shrimp Northern,517,0.76,0.01764,,,,574.4444444,0.844444444
SP09,Spring,2009,50,3,2,392,2009-05-18T00:00:00Z,Spiny Lebbeid,86,0.39,0.00912,,,,95.55555556,0.433333333
SP09,Spring,2009,52,3,1,254,2009-05-18T00:00:00Z,Alewife,3,0.7,,,,,2745,28.62
SP09,Spring,2009,52,3,1,254,2009-05-18T00:00:00Z,Alewife,2742,27.92,1.12,,,,,
SP09,Spring,2009,52,3,1,254,2009-05-18T00:00:00Z,Crab Atlantic Rock,1,0.008,0,,,,1,0.008
SP09,Spring,2009,52,3,1,254,2009-05-18T00:00:00Z,Flounder Atlantic Windowpane (Sand Dab ),8,0.38,0,,,,8,0.38
SP09,Spring,2009,52,3,1,254,2009-05-18T00:00:00Z,Flounder Winter,10,0.66,0,,,,10,0.66
SP09,Spring,2009,52,3,1,254,2009-05-18T00:00:00Z,Hake Atlantic Red,93,1.4,0,,,,93,1.4
SP09,Spring,2009,52,3,1,254,2009-05-18T00:00:00Z,Hake Silver (Whiting),71,1.23,0,,,,71,1.23
SP09,Spring,2009,52,3,1,254,2009-05-18T00:00:00Z,Hake White,24,1.16,0,,,,24,1.16
SP09,Spring,2009,52,3,1,254,2009-05-18T00:00:00Z,Herring Atlantic,8337,96.71,1.16,,,,8337,96.71
SP09,Spring,2009,52,3,1,254,2009-05-18T00:00:00Z,Herring Blueback,225,4.49,0.18,,,,225,4.49
SP09,Spring,2009,52,3,1,254,2009-05-18T00:00:00Z,Lobster American,1825,234.03,0,,143.82,90.21,1825,234.03
SP09,Spring,2009,52,3,1,254,2009-05-18T00:00:00Z,Lumpfish,1,3.36,0,,,,1,3.36
SP09,Spring,2009,52,3,1,254,2009-05-18T00:00:00Z,Plaice American (Dab),12,0.36,0,,,,12,0.36
SP09,Spring,2009,52,3,1,254,2009-05-18T00:00:00Z,Redfish Acadian Ocean Perch,2,0.07,0,,,,2,0.07
SP09,Spring,2009,52,3,1,254,2009-05-18T00:00:00Z,Sculpin Longhorn,9,0.62,0,,,,9,0.62
SP09,Spring,2009,52,3,1,254,2009-05-18T00:00:00Z,Shrimp Crangon,21,0.08,0,,,,21,0.08
SP09,Spring,2009,52,3,1,254,2009-05-18T00:00:00Z,Shrimp Dichelo,15,0.02,0,,,,15,0.02
SP09,Spring,2009,52,3,1,254,2009-05-18T00:00:00Z,Shrimp Montagui,97,0.3,0,,,,97,0.3
SP09,Spring,2009,52,3,1,254,2009-05-18T00:00:00Z,Shrimp Northern,10,0.0107,,,,,10,0.0107
SP09,Spring,2009,52,3,1,254,2009-05-18T00:00:00Z,Smelt Rainbow,9,0.2,0,,,,9,0.2
SP09,Spring,2009,53,3,1,9,2009-05-19T00:00:00Z,Alewife,123,1.02,0,,,,153.75,1.275
SP09,Spring,2009,53,3,1,9,2009-05-19T00:00:00Z,Crab Atlantic Rock,10,1.28,0,,,,12.5,1.6
SP09,Spring,2009,53,3,1,9,2009-05-19T00:00:00Z,Crab Toad,2,0.02,0,,,,2.5,0.025
SP09,Spring,2009,53,3,1,9,2009-05-19T00:00:00Z,Cucumber Rat-Tail,2,0.15,0,,,,2.5,0.1875
SP09,Spring,2009,53,3,1,9,2009-05-19T00:00:00Z,Flounder Atlantic Windowpane (Sand Dab ),7,0.46,0,,,,8.75,0.575
SP09,Spring,2009,53,3,1,9,2009-05-19T00:00:00Z,Flounder Winter,41,1.26,0,,,,51.25,1.575
SP09,Spring,2009,53,3,1,9,2009-05-19T00:00:00Z,Hake Atlantic Red,44,0.62,0,,,,55,0.775
SP09,Spring,2009,53,3,1,9,2009-05-19T00:00:00Z,Hake Silver (Whiting),34,0.72,0,,,,42.5,0.9
SP09,Spring,2009,53,3,1,9,2009-05-19T00:00:00Z,Hake White,5,0.26,0,,,,6.25,0.325
SP09,Spring,2009,53,3,1,9,2009-05-19T00:00:00Z,Herring Atlantic,590,6.46,1.28,,,,737.5,8.075
SP09,Spring,2009,53,3,1,9,2009-05-19T00:00:00Z,Herring Blueback,5,0.04,0,,,,6.25,0.05
SP09,Spring,2009,53,3,1,9,2009-05-19T00:00:00Z,Lobster American,35,7,0,,4.62,2.38,43.75,8.75
SP09,Spring,2009,53,3,1,9,2009-05-19T00:00:00Z,Northern Sea Star,5,0.1,0,,,,6.25,0.125
SP09,Spring,2009,53,3,1,9,2009-05-19T00:00:00Z,Plaice American (Dab),1,0.01,0,,,,1.25,0.0125
SP09,Spring,2009,53,3,1,9,2009-05-19T00:00:00Z,Shad American,1,0.02,0,,,,1.25,0.025
SP09,Spring,2009,53,3,1,9,2009-05-19T00:00:00Z,Shrimp Crangon,198,0.44,0,,,,247.5,0.55
SP09,Spring,2009,53,3,1,9,2009-05-19T00:00:00Z,Shrimp Dichelo,1,0.001,0,,,,1.25,0.00125
SP09,Spring,2009,53,3,1,9,2009-05-19T00:00:00Z,Shrimp Montagui,13,0.03,0,,,,16.25,0.0375
SP09,Spring,2009,53,3,1,9,2009-05-19T00:00:00Z,Smelt Rainbow,1,0.02,0,,,,1.25,0.025
SP09,Spring,2009,53,3,1,9,2009-05-19T00:00:00Z,Spiny Lebbeid,2,0.007,0,,,,2.5,0.00875
SP09,Spring,2009,53,3,1,9,2009-05-19T00:00:00Z,Wrymouth,1,0.02,0,,,,1.25,0.025
SP09,Spring,2009,54,3,2,13,2009-05-19T00:00:00Z,Alewife,100,1.06,0,,,,100,1.06
SP09,Spring,2009,54,3,2,13,2009-05-19T00:00:00Z,Alligatorfish,1,0.005,0,,,,1,0.005
SP09,Spring,2009,54,3,2,13,2009-05-19T00:00:00Z,Crab Atlantic Rock,12,2.36,0,,,,12,2.36
SP09,Spring,2009,54,3,2,13,2009-05-19T00:00:00Z,Flounder Atlantic Windowpane (Sand Dab ),11,0.22,0,,,,11,0.22
SP09,Spring,2009,54,3,2,13,2009-05-19T00:00:00Z,Flounder Winter,22,1.14,0,,,,22,1.14
SP09,Spring,2009,54,3,2,13,2009-05-19T00:00:00Z,Hake Silver (Whiting),80,1.44,0,,,,80,1.44
SP09,Spring,2009,54,3,2,13,2009-05-19T00:00:00Z,Hake White,4,0.24,0,,,,4,0.24
SP09,Spring,2009,54,3,2,13,2009-05-19T00:00:00Z,Herring Atlantic,39,0.58,0,,,,39,0.58
SP09,Spring,2009,54,3,2,13,2009-05-19T00:00:00Z,Herring Blueback,3,0.05,0,,,,3,0.05
SP09,Spring,2009,54,3,2,13,2009-05-19T00:00:00Z,Krill,678,0.32,0.01823,,,,678,0.32
SP09,Spring,2009,54,3,2,13,2009-05-19T00:00:00Z,Lobster American,2,0.74,0,,0.34,0.4,2,0.74
SP09,Spring,2009,54,3,2,13,2009-05-19T00:00:00Z,Northern Sea Star,,1.72,0,,,,,1.72
SP09,Spring,2009,54,3,2,13,2009-05-19T00:00:00Z,Plaice American (Dab),2,0.02,0,,,,2,0.02
SP09,Spring,2009,54,3,2,13,2009-05-19T00:00:00Z,Sculpin Shorthorn,1,0.01,0,,,,1,0.01
SP09,Spring,2009,54,3,2,13,2009-05-19T00:00:00Z,Shrimp Crangon,330,0.6,0.0345,,,,330,0.6
SP09,Spring,2009,54,3,2,13,2009-05-19T00:00:00Z,Shrimp Montagui,5861,12.2,0.70127,,,,5861,12.2
SP09,Spring,2009,54,3,2,13,2009-05-19T00:00:00Z,Shrimp Northern,313,2.51,0.14429,,,,313,2.51
SP09,Spring,2009,54,3,2,13,2009-05-19T00:00:00Z,Smelt Rainbow,5,0.1,0,,,,5,0.1
SP09,Spring,2009,54,3,2,13,2009-05-19T00:00:00Z,Tomcod Atlantic,1,0.13,0,,,,1,0.13
SP09,Spring,2009,55,3,2,77,2009-05-19T00:00:00Z,Alewife,35,0.3,0,,,,58.33333333,0.5
SP09,Spring,2009,55,3,2,77,2009-05-19T00:00:00Z,Clam Ax-Head,3,0.02,0,,,,5,0.033333333
SP09,Spring,2009,55,3,2,77,2009-05-19T00:00:00Z,Clam False Quahog,17,0.16,0,,,,28.33333333,0.266666667
SP09,Spring,2009,55,3,2,77,2009-05-19T00:00:00Z,Crab Atlantic Rock,13,1.86,0,,,,21.66666667,3.1
SP09,Spring,2009,55,3,2,77,2009-05-19T00:00:00Z,Cucumber Rat-Tail,1,0.09,0,,,,1.666666667,0.15
SP09,Spring,2009,55,3,2,77,2009-05-19T00:00:00Z,Flounder Atlantic Windowpane (Sand Dab ),9,0.28,0,,,,15,0.466666667
SP09,Spring,2009,55,3,2,77,2009-05-19T00:00:00Z,Flounder Winter,14,0.32,0,,,,23.33333333,0.533333333
SP09,Spring,2009,55,3,2,77,2009-05-19T00:00:00Z,Fourbeard Rockling,3,0.02,0,,,,5,0.033333333
SP09,Spring,2009,55,3,2,77,2009-05-19T00:00:00Z,Hake Atlantic Red,4,0.04,0,,,,6.666666667,0.066666667
SP09,Spring,2009,55,3,2,77,2009-05-19T00:00:00Z,Hake Silver (Whiting),34,0.66,0,,,,56.66666667,1.1
SP09,Spring,2009,55,3,2,77,2009-05-19T00:00:00Z,Hake White,5,0.34,0,,,,8.333333333,0.566666667
SP09,Spring,2009,55,3,2,77,2009-05-19T00:00:00Z,Halibut Greenland,1,0.69,0,,,,1.666666667,1.15
SP09,Spring,2009,55,3,2,77,2009-05-19T00:00:00Z,Northern Sea Star,,2.38,0,,,,,3.966666667
SP09,Spring,2009,55,3,2,77,2009-05-19T00:00:00Z,Plaice American (Dab),6,0.24,0,,,,10,0.4
SP09,Spring,2009,55,3,2,77,2009-05-19T00:00:00Z,Shad American,1,0.03,0,,,,1.666666667,0.05
SP09,Spring,2009,55,3,2,77,2009-05-19T00:00:00Z,Shrimp Crangon,134,0.12,0.01193,,,,223.3333333,0.2
SP09,Spring,2009,55,3,2,77,2009-05-19T00:00:00Z,Shrimp Montagui,3710,8.54,0.8262,,,,6183.333333,14.23333333
SP09,Spring,2009,55,3,2,77,2009-05-19T00:00:00Z,Shrimp Northern,176,1.61,0.15547,,,,293.3333333,2.683333333
SP09,Spring,2009,55,3,2,77,2009-05-19T00:00:00Z,Trash Species,13,0.02,0,,,,21.66666667,0.033333333
SP09,Spring,2009,55,3,2,77,2009-05-19T00:00:00Z,Wrymouth,10,0.36,0,,,,16.66666667,0.6
SP09,Spring,2009,56,3,2,127,2009-05-19T00:00:00Z,Alewife,72,1.04,0,,,,72,1.04
SP09,Spring,2009,56,3,2,127,2009-05-19T00:00:00Z,Clam False Quahog,2,0.01,0,,,,2,0.01
SP09,Spring,2009,56,3,2,127,2009-05-19T00:00:00Z,Crab Atlantic Rock,2,0.58,0,,,,2,0.58
SP09,Spring,2009,56,3,2,127,2009-05-19T00:00:00Z,Crab Toad,2,0.05,0,,,,2,0.05
SP09,Spring,2009,56,3,2,127,2009-05-19T00:00:00Z,Flounder Atlantic Windowpane (Sand Dab ),18,0.58,0,,,,18,0.58
SP09,Spring,2009,56,3,2,127,2009-05-19T00:00:00Z,Flounder Winter,1,0.16,0,,,,1,0.16
SP09,Spring,2009,56,3,2,127,2009-05-19T00:00:00Z,Fourbeard Rockling,2,0.05,0,,,,2,0.05
SP09,Spring,2009,56,3,2,127,2009-05-19T00:00:00Z,Hake Atlantic Red,9,0.16,0,,,,9,0.16
SP09,Spring,2009,56,3,2,127,2009-05-19T00:00:00Z,Hake Silver (Whiting),58,1.08,0,,,,58,1.08
SP09,Spring,2009,56,3,2,127,2009-05-19T00:00:00Z,Hake White,6,0.4,0,,,,6,0.4
SP09,Spring,2009,56,3,2,127,2009-05-19T00:00:00Z,Herring Blueback,1,0.01,0,,,,1,0.01
